English Name (BirdLife > IOC > Clements>AviList),Latin (BirdLife > IOC > Clements>AviList),HBW/BirdLife International (v9.1),IOC World Bird List (v15.1),eBird/Clements (V2024b),AviList v1 2025,Order,Family IOC 15.1,Family Clements v2024b,Family HBW/BirdLife v9.1 (2024),Family AviList v1 2025,Genus,Species,Female MinMass,Female MaxMass,Male MinMass,Male MaxMass,Unsexed MinMass,Unsexed MaxMass,Average Mass,Xmin,NormMin,Elevational Range,NormMax,Xmax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucifer Hummingbird,Calothorax lucifer,Calothorax lucifer,Calothorax lucifer,Calothorax lucifer,Calothorax lucifer,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Calothorax,lucifer,3.1000000000000001,3.8999999999999999,2.8999999999999999,3.7000000000000002,2.7999999999999998,4,3.40,795,1150,1210,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beautiful Hummingbird,Calothorax pulcher,Calothorax pulcher,Calothorax pulcher,Calothorax pulcher,Calothorax pulcher,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Calothorax,pulcher,2.7999999999999998,,2.2000000000000002,,2.7000000000000002,2.9300000000000002,2.66,0,1000,1200,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-chinned Hummingbird,Archilochus alexandri,Archilochus alexandri,Archilochus alexandri,Archilochus alexandri,Archilochus alexandri,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Archilochus,alexandri,2.5,5.0999999999999996,2.2999999999999998,4.9000000000000004,3.3999999999999999,,3.64,,0,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruby-throated Hummingbird,Archilochus colubris,Archilochus colubris,Archilochus colubris,Archilochus colubris,Archilochus colubris,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Archilochus,colubris,2.6000000000000001,6,2.2999999999999998,5.0999999999999996,,,4.00,,0,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vervain Hummingbird,Mellisuga minima,Mellisuga minima,Mellisuga minima,Mellisuga minima,Mellisuga minima,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Mellisuga,minima,2.0499999999999998,2.1499999999999999,2.0499999999999998,2.2200000000000002,2.3999999999999999,,2.17,,0,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee Hummingbird,Mellisuga helenae,Mellisuga helenae,Mellisuga helenae,Mellisuga helenae,Mellisuga helenae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Mellisuga,helenae,,,,,1.6000000000000001,2.6000000000000001,2.10,,0,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahama Hummingbird,Nesophlox evelynae,Nesophlox evelynae,Nesophlox evelynae,Nesophlox evelynae,Nesophlox evelynae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Nesophlox,evelynae,2.8999999999999999,3,2.3999999999999999,3,2.5,3.2999999999999998,2.85,,0,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyre-tailed Hummingbird,Nesophlox lyrura,Nesophlox lyrura,Nesophlox lyrura,Nesophlox lyrura,Nesophlox lyrura,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Nesophlox,lyrura,2.2000000000000002,2.7000000000000002,2.2999999999999998,2.5,,,2.42,,0,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna's Hummingbird,Calypte anna,Calypte anna,Calypte anna,Calypte anna,Calypte anna,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Calypte,anna,3.1000000000000001,5.5999999999999996,3.2000000000000002,6.2999999999999998,,,4.55,,0,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa's Hummingbird,Calypte costae,Calypte costae,Calypte costae,Calypte costae,Calypte costae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Calypte,costae,2.5,3.3999999999999999,2.5,5.2000000000000002,,,3.40,,0,1820,1820,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calliope Hummingbird,Selasphorus calliope,Selasphorus calliope,Selasphorus calliope,Selasphorus calliope,Selasphorus calliope,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,calliope,2.2000000000000002,3.2000000000000002,1.8999999999999999,3.3999999999999999,2.2799999999999998,3.6000000000000001,2.76,,1200,2200,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufous Hummingbird,Selasphorus rufus,Selasphorus rufus,Selasphorus rufus,Selasphorus rufus,Selasphorus rufus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,rufus,3.5,,2.8999999999999999,3.8999999999999999,2.6000000000000001,5.7000000000000002,3.72,,0,3000,3000,3840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen's Hummingbird,Selasphorus sasin,Selasphorus sasin,Selasphorus sasin,Selasphorus sasin,Selasphorus sasin,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,sasin,2.7999999999999998,3.5,2.5,3.7999999999999998,,,3.15,,0,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broad-tailed Hummingbird,Selasphorus platycercus,Selasphorus platycercus,Selasphorus platycercus,Selasphorus platycercus,Selasphorus platycercus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,platycercus,3.1800000000000002,4.3700000000000001,2.8999999999999999,3.5,,,3.49,,1580,1650,3230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bumblebee Hummingbird,Selasphorus heloisa,Selasphorus heloisa,Selasphorus heloisa,Selasphorus heloisa,Selasphorus heloisa,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,heloisa,,,,,2,2.7000000000000002,2.35,,1500,1500,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wine-throated Hummingbird,Selasphorus ellioti,Selasphorus ellioti,Selasphorus ellioti,Selasphorus ellioti,Selasphorus ellioti,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,ellioti,2,4,,,,,3.00,,1500,2000,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcano Hummingbird,Selasphorus flammula,Selasphorus flammula,Selasphorus flammula,Selasphorus flammula,Selasphorus flammula,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,flammula,2.3999999999999999,3.1000000000000001,2.2999999999999998,2.7999999999999998,2.3999999999999999,3.2000000000000002,2.70,1200,2000,1500,3500,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scintillant Hummingbird,Selasphorus scintilla,Selasphorus scintilla,Selasphorus scintilla,Selasphorus scintilla,Selasphorus scintilla,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,scintilla,2.2400000000000002,2.3300000000000001,2.0499999999999998,2.1200000000000001,2.2000000000000002,,2.19,,900,1100,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glow-throated Hummingbird,Selasphorus ardens,Selasphorus ardens,Selasphorus ardens,Selasphorus ardens,Selasphorus ardens,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Selasphorus,ardens,,,,,,,,,750,1050,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusky Hummingbird,Phaeoptila sordida,Phaeoptila sordida,Phaeoptila sordida,Phaeoptila sordida,Phaeoptila sordida,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Phaeoptila,sordida,3.3999999999999999,,4.2000000000000002,4.2999999999999998,3.3999999999999999,4.2999999999999998,3.92,,900,1300,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuban Emerald,Riccordia ricordii,Riccordia ricordii,Riccordia ricordii,Riccordia ricordii,Riccordia ricordii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Riccordia,ricordii,,,,,2.5,5,3.75,,0,1300,1300,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brace's Emerald,Riccordia bracei,Riccordia bracei,Riccordia bracei,Riccordia bracei,Riccordia bracei,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Riccordia,bracei,,,,,2.5,4.5800000000000001,3.54,,0,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispaniolan Emerald,Riccordia swainsonii,Riccordia swainsonii,Riccordia swainsonii,Riccordia swainsonii,Riccordia swainsonii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Riccordia,swainsonii,,,,,2.5,5,3.75,0,300,2200,2500,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rican Emerald,Riccordia maugaeus,Riccordia maugaeus,Riccordia maugaeus,Riccordia maugaeus,Riccordia maugaeus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Riccordia,maugaeus,,,,,2.5,6,4.25,,0,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue-headed Hummingbird,Riccordia bicolor,Riccordia bicolor,Riccordia bicolor,Riccordia bicolor,Riccordia bicolor,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Riccordia,bicolor,4.5,,4.7000000000000002,,4.2000000000000002,4.7999999999999998,4.55,0,800,200,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broad-billed Hummingbird,Cynanthus latirostris,Cynanthus latirostris,Cynanthus latirostris,Cynanthus latirostris,Cynanthus latirostris,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Cynanthus,latirostris,2.7999999999999998,4.0999999999999996,2.8999999999999999,3.7000000000000002,2.5,4,3.33,,150,2850,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tres Marias Hummingbird,Cynanthus lawrencei,Cynanthus lawrencei,Cynanthus lawrencei,Cynanthus lawrencei,Cynanthus lawrencei,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Cynanthus,lawrencei,,,3,,3.1000000000000001,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turquoise-crowned Hummingbird,Cynanthus doubledayi,Cynanthus doubledayi,Cynanthus doubledayi,Cynanthus doubledayi,Cynanthus doubledayi,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Cynanthus,doubledayi,2.7000000000000002,3.7000000000000002,2,3.8999999999999999,,,3.08,,0,3000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden-crowned Emerald,Cynanthus auriceps,Cynanthus auriceps,Cynanthus auriceps,Cynanthus auriceps,Cynanthus auriceps,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Cynanthus,auriceps,,,,,2.2000000000000002,2.2000000000000002,2.20,,0,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cozumel Emerald,Cynanthus forficatus,Cynanthus forficatus,Cynanthus forficatus,Cynanthus forficatus,Cynanthus forficatus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Cynanthus,forficatus,2.5,,2.3999999999999999,2.6000000000000001,,,2.50,,0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canivet's Emerald,Cynanthus canivetii,Cynanthus canivetii,Cynanthus canivetii,Cynanthus canivetii,Cynanthus canivetii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Cynanthus,canivetii,2.1000000000000001,2.6000000000000001,2.1000000000000001,2.7999999999999998,,,2.40,,0,1900,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Emerald,Chlorostilbon assimilis,Chlorostilbon assimilis,Chlorostilbon assimilis,Chlorostilbon assimilis,Chlorostilbon assimilis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,assimilis,,,,,3,4.0999999999999996,3.55,,0,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Emerald,Chlorostilbon melanorhynchus,,Chlorostilbon melanorhynchus,Chlorostilbon melanorhynchus,Chlorostilbon melanorhynchus,Caprimulgiformes,Trochilidae,Trochilidae,,Trochilidae,Chlorostilbon,melanorhynchus,2.5699999999999998,,2.6299999999999999,,2.6000000000000001,2.8999999999999999,2.67,0,600,2100,2700,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red-billed Emerald,Chlorostilbon gibsoni,Chlorostilbon gibsoni,Chlorostilbon gibsoni,Chlorostilbon gibsoni,Chlorostilbon gibsoni,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,gibsoni,,,,,2.7999999999999998,4,3.40,,0,1300,1300,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue-tailed Emerald,Chlorostilbon mellisugus,Chlorostilbon mellisugus,Chlorostilbon mellisugus,Chlorostilbon mellisugus,Chlorostilbon mellisugus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,mellisugus,2.3700000000000001,2.7999999999999998,2.6800000000000002,2.73,2.2999999999999998,3,2.65,0,750,1850,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiribiquete Emerald,Chlorostilbon olivaresi,Chlorostilbon olivaresi,Chlorostilbon olivaresi,Chlorostilbon olivaresi,Chlorostilbon olivaresi,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,olivaresi,3.6000000000000001,,3.7999999999999998,,,,3.70,,800,800,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glittering-bellied Emerald,Chlorostilbon lucidus,Chlorostilbon lucidus,Chlorostilbon lucidus,Chlorostilbon lucidus,Chlorostilbon lucidus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,lucidus,3,4.5,3,3.7999999999999998,2.7999999999999998,4.9000000000000004,3.67,0,500,2000,2500,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coppery Emerald,Chlorostilbon russatus,Chlorostilbon russatus,Chlorostilbon russatus,Chlorostilbon russatus,Chlorostilbon russatus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,russatus,,,,,3,3.6000000000000001,3.30,0,500,1200,1700,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narrow-tailed Emerald,Chlorostilbon stenurus,Chlorostilbon stenurus,Chlorostilbon stenurus,Chlorostilbon stenurus,Chlorostilbon stenurus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,stenurus,,,,,3.2000000000000002,3.6000000000000001,3.40,,1000,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green-tailed Emerald,Chlorostilbon alice,Chlorostilbon alice,Chlorostilbon alice,Chlorostilbon alice,Chlorostilbon alice,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,alice,,,,,3,4,3.50,,700,1100,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short-tailed Emerald,Chlorostilbon poortmani,Chlorostilbon poortmani,Chlorostilbon poortmani,Chlorostilbon poortmani,Chlorostilbon poortmani,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Chlorostilbon,poortmani,,,,,3,4,3.50,150,750,1450,2200,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-eared Hummingbird,Basilinna leucotis,Basilinna leucotis,Basilinna leucotis,Basilinna leucotis,Basilinna leucotis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Basilinna,leucotis,3.2000000000000002,,3.6000000000000001,,,,3.40,,1200,2300,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xantus's Hummingbird,Basilinna xantusii,Basilinna xantusii,Basilinna xantusii,Basilinna xantusii,Basilinna xantusii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Basilinna,xantusii,3.1000000000000001,3.8999999999999999,3.1000000000000001,4,,,3.52,,0,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve-winged Sabrewing,Pampa curvipennis,Pampa curvipennis,Pampa curvipennis,Pampa curvipennis,Pampa curvipennis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Pampa,curvipennis,7.0999999999999996,,6.7000000000000002,,4.2999999999999998,7.4000000000000004,6.38,,270,1230,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wedge-tailed Sabrewing,Pampa pampa,,Pampa pampa,,,Caprimulgiformes,Trochilidae,,,,Pampa,pampa,4.2999999999999998,8,5.4000000000000004,12.699999999999999,4.2999999999999998,7.4000000000000004,7.02,,60,940,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufous Sabrewing,Pampa rufa,Pampa rufa,Pampa rufa,Pampa rufa,Pampa rufa,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Pampa,rufa,6,6.2999999999999998,7,9,5.7999999999999998,9,7.18,50,900,1100,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald-chinned Hummingbird,Abeillia abeillei,Abeillia abeillei,Abeillia abeillei,Abeillia abeillei,Abeillia abeillei,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Abeillia,abeillei,3.5,,3,,2.7000000000000002,,3.07,,1000,1200,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violet-headed Hummingbird,Klais guimeti,Klais guimeti,Klais guimeti,Klais guimeti,Klais guimeti,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Klais,guimeti,2.7000000000000002,2.8999999999999999,2.8999999999999999,,2.6000000000000001,,2.77,0,50,1650,1700,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antillean Crested Hummingbird,Orthorhyncus cristatus,Orthorhyncus cristatus,Orthorhyncus cristatus,Orthorhyncus cristatus,Orthorhyncus cristatus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Orthorhyncus,cristatus,3.5,,3,4,2,3.7999999999999998,3.26,,0,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Marta Blossomcrown,Anthocephala floriceps,Anthocephala floriceps,Anthocephala floriceps,Anthocephala floriceps,Anthocephala floriceps,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Anthocephala,floriceps,,,,,3,3.8999999999999999,3.45,,400,1300,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tolima Blossomcrown,Anthocephala berlepschi,Anthocephala berlepschi,Anthocephala berlepschi,Anthocephala berlepschi,Anthocephala berlepschi,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Anthocephala,berlepschi,,,,,3,3.8999999999999999,3.45,,1200,1300,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green-crowned Plovercrest,Stephanoxis lalandi,Stephanoxis lalandi,Stephanoxis lalandi,Stephanoxis lalandi,Stephanoxis lalandi,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Stephanoxis,lalandi,2.2000000000000002,,3,3.3999999999999999,4,,3.15,,0,1500,1500,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purple-crowned Plovercrest,Stephanoxis loddigesii,Stephanoxis loddigesii,Stephanoxis loddigesii,Stephanoxis loddigesii,Stephanoxis loddigesii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Stephanoxis,loddigesii,2.5,3.2000000000000002,2.6000000000000001,4.5,,,3.20,,0,900,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grey-breasted Sabrewing,Campylopterus largipennis,Campylopterus largipennis,Campylopterus largipennis,Campylopterus largipennis,Campylopterus largipennis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,largipennis,6,8.5999999999999996,6.5,10.5,8.3000000000000007,,7.98,,100,700,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outcrop Sabrewing,Campylopterus calcirupicola,Campylopterus calcirupicola,Campylopterus calcirupicola,Campylopterus calcirupicola,Campylopterus calcirupicola,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,calcirupicola,5.5,6.5,5.5999999999999996,7.7999999999999998,,,6.35,,460,420,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamantina Sabrewing,Campylopterus diamantinensis,Campylopterus diamantinensis,Campylopterus diamantinensis,Campylopterus diamantinensis,Campylopterus diamantinensis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,diamantinensis,8,,8.3000000000000007,8.5,,,8.27,,1000,1050,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufous-breasted Sabrewing,Campylopterus hyperythrus,Campylopterus hyperythrus,Campylopterus hyperythrus,Campylopterus hyperythrus,Campylopterus hyperythrus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,hyperythrus,5,5.7000000000000002,6.4000000000000004,7,5,7,6.02,,1000,1000,2000,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White-tailed Sabrewing,Campylopterus ensipennis,Campylopterus ensipennis,Campylopterus ensipennis,Campylopterus ensipennis,Campylopterus ensipennis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,ensipennis,,,9.5,10.5,9.5999999999999996,,9.87,300,1000,600,1600,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazuline Sabrewing,Campylopterus falcatus,Campylopterus falcatus,Campylopterus falcatus,Campylopterus falcatus,Campylopterus falcatus,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus,falcatus,6,,8,,6.4000000000000004,8,7.10,450,1200,1100,2300,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
